country_host,name,requirements,study_field,study_level,url
España,"Becas de Máster Interuniversitario en Oceanografía – Becas Fundación Carolina, 2019","1. No tener residencia en España.,2. Ser nacional  de algún país de América Latina miembro de la Comunidad Iberoamericana de Nacioneso de Portugal.,3. Disponer de una dirección de correo electrónico.,4. Estar en posesión ya de un título de licenciado o ingeniero en Ciencias del Mar, Biología, Ciencias Ambientales, Física, Ingeniería Ambiental, Ingeniería Medio Natural, Química o Geología.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-interuniversitario-en-oceanografia-becas-fundacion-carolina-a0183/
España,"Becas de Máster en Big Data: Tecnología y Analítica Avanzada. Fundación Iberdrola – Becas Fundación Carolina, 2019","1. Ser nacionales exclusivamente  de México o  Brasil.,2. No tener la residencia en España,3. Disponer de una dirección de correo electrónico,4. Estar en posesión en el momento  de solicitar la beca  del título de licenciado superior, ingeniero en una de las áreas siguientes:,-Ingeniería Informática,-Ingeniería de Telecomunicación,-Estadística,-Matemáticas,-Física,-Ingeniería Industrial,5. Requisito Indispensable: Conocimientos suficientes del idioma inglés- B2 o superior . Así como la acreditación del mismo dentro del Marco Común Europeo de Referencia para las Lenguas (M.C.E.R.L) Así como un nivel B1 de conocimiento del idioma español, en caso de no ser ésta su lengua materna.,6. El título oficial deberá ser  homologado y legalizado es requisito indispensable.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-en-big-data-tecnologia-y-analitica-avanzada-fundacion-iberdrola-becas-fundacion-carolina-a0167/
México,Becas SRE – Instituto Tecnológico Superior de Misantla (ITSM),"Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-superior-de-misantla-itsm-11982/
México,Becas SRE – Instituto Tecnológico de Aguascalientes (ITA),"Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-aguascalientes-ita-11966/
España,"Master Universitario en Restauración de Ecosistemas – Fundación Carolina, 2019","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal,2. No tener la residencia en España.,3. Disponer de un correo electrónico.,4. Estar en posesión, en el momento de realizar la solicitud de beca, del título de arquitecto, licenciado universitario, ingeniero superior.,5. Perfil preferente de ingreso para ingenieros, licenciados y graduados en Biología, Ciencias Ambientales, Ciencias Forestales, Agronomía, Ingeniería Civil, Ciencias del Mar, Farmacia, Geología y Geografía.  Aquellos casos que no satisfagan los perfiles preferentes de ingreso, deberán demostrar conocimientos básicos de Ciencias de la Tierra y Ciencias de la Vida.,6. Se recomienda a los alumnos extranjeros que tengan en cuenta los plazos para efectuar la solicitud de admisión (preinscripción) con tiempo suficiente. Hay que tener en cuenta el tiempo que requiere dicho trámite de solicitud de admisión (mínimo un mes) y el envío de la comunicación por escrito para la carta de admisión. Todo ello se hará directamente con la Universidad.,7. Conocimientos de castellano e inglés suficientes para entender documentos escritos y clases y conferencias.,8. Se exige un dominio de la lengua inglesa equivalente al nivel C1 del Marco Común Europeo de Referencia para las Lenguas. Por lo tanto, en el momento de formalizar la preinscripción el estudiante presentará un certificado o justificante que acredite este nivel de inglés.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-universitario-en-restauracion-de-ecosistemas-becas-fundacion-carolina-11942/
España,"Becas para el Máster Internacional de Gestión Pesquera Sostenible – Becas Fundación Carolina, 2017","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. En el momento de realizar la solcitud , el candidato , deberá poseer titulación superior  universitaria relacionada con la temática del Máster; preferentemente personas licenciadas  en Biología, Ciencias del Mar, Economía, Administración y Dirección de Empresas, Derecho, o Ingenierías Agrónomas o Pesqueras.,5. Dado el fuerte componente internacional del Máster se requerirá, además:,6. Conocimiento de español.  Los estudiantes, para su admisión definitiva, deben alcanzar  el nivel B1 establecido en el marco común europeo de referencia para las lenguas .,7. Comprensión de inglés, dado que parte del material docente será en inglés. El conocimiento deberá ser acreditado con una certificación del nivel A2 establecido en el marco común europeo de referencia para las lenguas, o con certificación de nivel equivalente según país de origen.,8. Se considerarán preferentemente:,Los candidatos con experiencia profesional en la especialidad,,Aquellos que hayan obtenido una beca de un organismo internacional.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-internacional-de-gestion-pesquera-sostenible-becas-fundacion-carolina-11910/
Estados Unidos,"Becas Institute of International Education, IIE",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-institute-of-international-education-11848/
Estados Unidos,"Beca Fulbright – Colciencias, 2020","1. Ciudadanía. Ser ciudadano colombiano.,2. Exámenes de inglés,El candidato debe presentar uno de los siguientes exámenes de inglés exigidos y alcanzar el puntaje mínimo.,Los resultados de exámenes TOEFL y IELTS tienen una vigencia de dos años. No se tendrán en cuenta certificados de inglés vencidos.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/beca-fulbright-colciencias-a0491/
"Bélgica,España,Grecia,el Reino Unido","Becas Erasmus+, SMACCS – Msc In Smart Cities And Communities, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-smaccs-msc-in-smart-cities-and-communities-a0307/
"España,Finlandia,el Reino Unido","Becas Erasmus+, MURCS – Master Of Urban Climate And Sustainability, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-murcs-master-of-urban-climate-and-sustainability-a0291/
España,"Becas de Movilidad de profesorado portugués. Fundación Endesa – Becas Fundación Carolina, 2019","Para ser candidato elegible es necesario cumplir los siguientes requisitos:,a. Ser nacional de Portugal,b. Estar en posesión del grado académico de doctor/a.,c. Ser docente universitario, preferentemente a tiempo completo, o personal investigador de alguna de las universidades públicas portuguesas.,d. Disponer de un currículum académico o profesional de excelencia.,e. Haber obtenido previamente la aceptación alguna de las universidades u organismo de investigación adscrito a las universidades públicas españolas detalladas en el apartado ""Centros receptores"".,f. No ser residente en España.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-movilidad-de-profesorado-portugues-fundacion-endesa-becas-fundacion-carolina-a0227/
España,"Becas de Máster Universitario en Ingeniería Ambiental – Becas Fundación Carolina, 2019","1. Ser mujer nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. En el momento de solicitar la beca, estar en posesión de un título universitario oficial español u otro expedido por una institución de educación superior del Espacio Europeo de Educación Superior (EEES) que faculte en el país expedidor del título para el acceso a enseñanzas de Máster, en laterias afines la mismo.,5. Los titulados conforme a sistemas educativos ajenos al EEES podrán acceder a los estudios oficiales de Máster sin necesidad de homologar sus títulos. Previamente, la Universidad deberá comprobar que acreditan un nivel de formación equivalente a los correspondientes títulos universitarios oficiales españoles y que la titulación obtenida faculta, en el país expedidor del título, para el acceso a enseñanzas de postgrado. El acceso por esta vía no implicará en ningún caso la homologación del título previo de que esté en posesión el interesado, ni su reconocimiento a otros efectos que el de cursar las enseñanzas de Máster. Para el acceso a los estudios de Máster, quienes acrediten poseer un título extranjero no homologado en España deberán solicitar, con antelación al proceso de admisión, la comprobación del nivel de formación equivalente de sus estudios con una de las titulaciones oficiales españolas.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-ingenieria-ambiental-becas-fundacion-carolina-a0209/
España,"Becas de Máster Universitario en Computación Gráfica, Realidad Virtual y Simulación. Fundación Repsol – Becas Fundación Carolina, 2019","1. Ser mujer nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. Estar en el momento  de solicitar la beca en poseesión del Título de:  Ingeniería Informática, Ingeniería Software, Telecomunicaciones, Telemática, Física, Matemáticas, etc","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-computacion-grafica-realidad-virtual-y-simulacion-fundacion-repsol-becas-fundacion-carolina-a0193/
España,"Becas de Máster en Tecnología y Sostenibilidad en la Industria Agroalimentaria – Becas Fundación Carolina, 2019","1. El candidato  en el momento  de realizar la solciud ha de estar en posesión del título de Licenciado  , Arquitecto o Ingeniero.,2. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal,3. No tener la residencia en España.,4. Disponer de una dirección de correo electrónico.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-en-tecnologia-y-sostenibilidad-en-la-industria-agroalimentaria-becas-fundacion-carolina-a0177/
el Reino Unido,"Becas Queen Mary University of London International Science and Engineering Excellence Awards, 2019","Requisitos a cubrir por el candidato:,1. Debe haber obtenido una licenciatura de primera clase en el Reino Unido o un equivalente en el extranjero.,2. Debe ser elegible para pagar las tasas de matrícula en el extranjero.,3. Este esquema está disponible solo para los estudiantes que solicitan y se inscriben en un curso que se imparte en la Facultad de Ciencias e Ingeniería en el año académico 2019/20.,4. No debe recibir ninguna otra beca de la Universidad o beca de tarifa completa.,5. Si se le otorga la beca de £ 3,000, se deducirá directamente de las tasas de matrícula pagaderas a la Universidad. Debe poder financiar el resto de sus cuotas de matrícula y gastos de manutención.,6. Los estudiantes que tomen un año de colocación industrial como parte de un MSc de dos años no recibirán una beca durante este año en la industria.,7. Aquellos que se inscriban en programas de medio tiempo recibirán el 50% del premio en el año 1 y el 50% en el año 2.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-queen-mary-university-of-london-international-science-and-engineering-excellence-awards-11709/
China,"Becas del Gobierno Provincial de Sichuan en China, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-china-beca-gobierno-provincial-de-sichuan-11674/
Nueva Zelanda,"Beca The Ockham Foundation Postgraduate Scholarships in Statistics, 2018",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-the-ockham-foundation-postgraduate-scholarships-in-statistics-11620/
Finlandia,"Becas CIMO Fellowships en Finlandia (becas EDUFI), 2019",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-finlandia-becas-cimo-fellowships-11600/
Estados Unidos,"Becas Kimberly-Clark International Scholar Award, 2019","Requisitos a cubrir por el candidato:,1. Debe contar con un excelente historial académico y cumplir con los requisitos del programa de estudios que desea seguir,2. Debe pertenecer a un país donde Kimberly-Clark tenga presencia","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-kimberly-clark-international-scholar-award-11466/
Estados Unidos,Becas Doctoral Fee Waiver,,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-doctoral-fee-waiver-11427/
Estados Unidos,Becas Carr Academic Graduate Achievement,,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-carr-scholarship-program-11407/
Australia,"Beca Adelaide Scholarships International (ASI), 2019","Requisitos a cubrir por el candidato:,1. Debe tener al menos el equivalente a un grado de Primera Clase con honores de Australia (este es un grado de cuatro años con un importante proyecto de investigación en el último año).,2. Todos los programas de estudio calificados deben ser completados con éxito.,3. Debe inscribirse en la Universidad de Adelaida como ""estudiante internacional"" y debe mantener esta condición mientras dure su inscripción en la Universidad.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-australia-beca-internacional-adelaide-asi-11340/
Italia,"Beca Bocconi en Italia para estudiantes internacionales, 2019","Requisitos a cubrir por el candidato:,1. Ser alumno de primer año de una licenciatura Bocconi o un programa en sesiones específicas de admisión,2. No ser ni residente ni ciudadano de Italia, ni haber obtenido un diploma de una institución italiana o grado en Italia.",ciencias de la computación,"Licenciatura / Grado,Maestría / Especialidad,Maestría",https://becas-sin-fronteras.com/beca/becas-italia-beca-bocconi-italia-para-estudiantes-internacionales-11311/
Austria,"Beca para el Programa de Doctorado de Vienna Biocenter en Ciencias de la Vida Molecular, 2018",,ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-austria-beca-doctorado-viena-biocenter-en-ciencias-de-la-vida-molecular-11244/
Alemania,"Beca para estudiantes internacionales de la Fundación Friedrich Naumann, 2019","Requisitos a cubrir por el candidato:,1. Ser un estudiante internacional de cualquier disciplina,2. Estar realizando un programa de máster a tiempo completo en una universidad de ciencias aplicadas o institución de educación superior en Alemania",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-alemania-beca-para-estudiantes-internacionales-fundacion-friedrich-naumann-11183/
Holanda,Becas Justus & Louise van Effen,"1. Ser un excelente candidato internacional admitido a uno de los programas de MSc de TU Delft,2. Tener un promedio acumulado (GPA) de 80 por ciento o superior de la escala máxima en su licenciatura de una Universidad de renombre internacional.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-justus-louise-van-effen-11993/
Australia,"Becas Adelaide Scholarships International, ASI, 2019","Requisitos a cubrir por el candidato:,1. Para ser elegibles los solicitantes deben haber completado con éxito al menos el equivalente a un título de primera clase con honores (First Class Honours) de Australia.,2. Suficiente conocimiento del idioma inglés,3. Existen otros requisitos que se pueden revisar en la convocatoria de la beca","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-australia-beca-adelaide-scholarships-international-asi-11697/
China,"Becas del Gobierno provincial de Jiangxi en China, para estudiantes internacionales, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-china-beca-gobierno-provincial-de-jiangxi-para-estudiantes-internacionales-11679/
Nueva Zelanda,"Beca Hilary Jolly Memorial Scholarship, 2019","Para ser elegibles, el candidato deberá:,1. Estar inscrito o inscribirse a tiempo completo en una maestría o doctorado en la Universidad de Waikato.,2. Realizar investigaciones en el campo de la ecología de agua dulce en Nueva Zelanda.,3. La beca está abierta a ciudadanos de Nueva Zelanda, residentes permanentes y estudiantes internacionales.",ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-hilary-jolly-memorial-scholarship-11648/
Nueva Zelanda,Beca Energy Education Trust of New Zealand Doctoral Scholarships,,ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-energy-education-trust-of-new-zealand-doctoral-scholarships-11626/
"China,Francia,Italia,Rumania,Suecia,varios países","Becas Erasmus +, Sustainable Management and Design for Textiles","1. Las becas del programa Erasmus + de Doctorado pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de dos candidatos del mismo país pueden ser premiados en la misma convocatoria. 2. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención en educación superior.,3. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,4. Doctorandos de terceros países, que han recibido previamente una Erasmus + para cursar una maestría, podrán recibir una beca Partner Country.,5. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,6. Los estudiantes no pueden haber residido o llevado a cabo tu actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,7. Las becas se otorgan exclusivamente para la inscripción a tiempo completo.,8. Presentar ante el consorcio del doctorado la documentación requerida para confirmar el nivel del idioma en que se desarrolla el doctorado.,9. Las personas que ya se han beneficiado de una beca Erasmus Mundus de Doctorado no son elegibles para una segunda subvención.,10. Los candidatos deben pasar por lo menos dos tercios de su programa de doctorado en Europa durante el período cubierto por la beca.",ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-sustainable-management-and-design-for-textiles-10852/
"Alemania,España,Francia,Italia,Portugal,varios países","Becas Erasmus +, VINIFERA EuroMaster – European Master of Science of Viticulture and Enology","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-vinifera-euromaster-european-master-of-science-of-viticulture-and-enology-10824/
"Estonia,Finlandia,Francia,Suecia,varios países","Becas Erasmus +, EACH – Excellence in Analytical Chemistry, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-each-excellence-in-analytical-chemistry-10729/
"Austria,Bélgica,Dinamarca,España,varios países","Becas Erasmus +, 4CITIES – UNICA Euromaster in Urban Studies, 2020","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-4cities-unica-euromaster-in-urban-studies-10710/
Australia,"Becas Monash International Scholarship for Excellence, 2019","Requisitos para obtener la beca:,1. Ser estudiante internacional,2. Estudiar Año Australiano 12 o IB en 2016,3. Finalizado el año 12 en el 2016 y no se ha realizado ningún otro estudio terciario,4. Con la intención de inscribirse en un título de grado en una escuela de Monash en Australia,5. ATAR de 98.00","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-australia-beca-monash-international-scholarship-for-excellence-10693/
