country_host,name,requirements,study_field,study_level,url
España,"Becas para cursar másteres universitarios en la Universidad de Extremadura, en España – AUIP",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-becas-masteres-universitarios-universidad-de-extremadura-auip-10859/
,,,,,
España,"Becas para el Máster Universitario en Desarrollo Integral de Destinos Turísticos (Fundación ACS) – Becas Fundación Carolina, 2018",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-universitario-desarrollo-integral-destinos-turisticos-10585/
,,,,,
España,"Becas para el Máster en Energías Renovables en Sistemas Eléctricos UC3 (Iberdrola) – Becas Fundación Carolina, 2018",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-energias-renovables-sistemas-electricos-uc3-10542/
,,,,,
,,,,,
,,,,,
"España,Italia,Portugal,Turquía,varios países","Becas Erasmus +, MEDfOR – Mediterranean Forestry and Natural Resources Management",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-medfor-mediterranean-forestry-and-natural-resources-management-10787/
"Alemania,España,Portugal,varios países","Becas Erasmus +, GeoTech – Master of Science in Geospatial Technologies, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-geotech-master-of-science-in-geospatial-technologies-10765/
,,,,,
"Francia,Holanda,Italia,varios países","Becas Erasmus +, ATOSIM – Atomic Scale Modelling of Physical, Chemical and Bio-molecular Systems",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-atosim-atomic-scale-modelling-of-physical-chemical-and-bio-molecular-systems-10717/
Nueva Zelanda,"Becas Victoria Masters [by thesis] Scholarships en Nueva Zelanda, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-victoria-masters-scholarships-new-zealand-10699/
,,,,,
,,,,,
Holanda,"Beca de Excelencia Amsterdam, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-beca-de-excelencia-amsterdam-11000/
,,,,,
"Holanda,el Reino Unido,Suecia,varios países","Becas Erasmus +, PLANET Europe – Joint Masters Programme on European Spatial Planning, Environmental Policies and Regional Development, 2018",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-planet-europe-joint-masters-programme-on-european-spatial-planning-environmental-policies-and-regional-development-10806/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Holanda,"Beca de Excelencia de la Facultad de Tecnología, Política y Gestión, TU Delft University of Technology",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-beca-de-excelencia-facultad-de-tecnologia-politica-y-gestion-tu-delft-university-of-technology-11091/
Holanda,"Beca MEL Fondo Fiduciario, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-beca-mel-fondo-fiduciario-11033/
,,,,,
España,"Becas para cursar másteres universitarios en la Universidad de Girona, en España – AUIP",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-becas-masteres-universitarios-universidad-de-girona-auip-10860/
,,,,,
"la República Checa,España,Italia,Portugal,varios países","Becas Erasmus +, SAHC – Advanced Masters in Structural Analysis of Monuments and Historical Constructions",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-sahc-advanced-masters-in-structural-analysis-of-monuments-and-historical-constructions-10808/
"Austria,China,Dinamarca,Polonia,varios países","Becas Erasmus +, Media AC – Media Arts Cultures, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-media-ac-media-arts-cultures-10788/
Argentina,Becas en la Escuela Internacional de Posgrado de la UNNOBA,,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-en-la-escuela-internacional-de-posgrado-de-la-unnoba-a0073/
México,Becas SRE – Universidad Autónoma de Querétaro,,ciencias de la computación,"Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-universidad-autonoma-de-queretaro-11986/
México,Becas SRE – Instituto Tecnológico de Conkal (ITC),,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-conkal-itc-11970/
,,,,,
,,,,,
España,"Becas para el Máster of Strategic Design Labs   – Becas Fundación Carolina, 2017",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-of-strategic-design-labs-becas-fundacion-carolina-11914/
España,"Becas para el Master in Big Data & Business Intelligence – Becas Fundación Carolina, 2017",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-in-big-data-business-intelligence-becas-fundacion-carolina-11898/
,,,,,
Francia,"Becas de Excelencia de Estudios en ingeniería de la Red N+I, para estudios de maestría en Francia, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/b10079-becas-francia-maestria-n-i/
,,,,,
Australia,"Becas University of Melbourne International Undergraduate Scholarship, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-australia-beca-university-of-melbourne-international-undergraduate-scholarship-11701/
otros países,"Beca IRENA Scholarship, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-emiratos-arabes-unidos-beca-irena-scholarship-11684/
,,,,,
Nueva Zelanda,"Beca University of Auckland Doctoral Scholarship – Liggins Institute, 2019",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-university-of-auckland-doctoral-scholarship-liggins-institute-11631/
,,,,,
México,Becas SRE – Universidad de Michoacana de San Nicolás de Hidalgo (UMSNH),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-michoacana-san-nicolas-hidalgo-umsnh-10392/
México,Becas SRE – Universidad Autónoma de Nuevo León (UANL),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-autonoma-nuevo-leon-uanl-10376/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"Brasil,Chile,Colombia,Costa Rica,la República Dominicana,Guatemala,México,Puerto Rico,Uruguay","Beca Evertec Ejecutiva, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-evertec-ejecutiva-a0543/
Estados Unidos,"Beca Fulbright para líderes indígenas, 2020",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-fulbright-para-lideres-indigenas-a0492/
Colombia,"Becas para posgrados en Colombia, 2019",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-para-posgrados-en-colombia-a0438/
,,,,,
,,,,,
"Francia,Grecia,el Reino Unido","Becas Erasmus+, SMARTNE – Smart Telecom And Sensing Networks, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-smartne-smart-telecom-and-sensing-networks-a0308/
,,,,,
Holanda,"Becas Internacionales de la Universidad de Amsterdam para Másteres, 2018",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-becas-internacionales-universidad-amsterdam-masteres-10457/
,,,,,
,,,,,
México,Becas SRE – Fundación Universidad de las Américas Puebla (UDLAP),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-americas-puebla-udlap-10386/
,,,,,
,,,,,
México,"Becas SRE – Centro de Investigación en Matemáticas, A.C. (CIMAT)",,ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-investigacion-matematicas-cimat-10333/
,,,,,
,,,,,
,,,,,
,,,,,
México,"Becas CONACYT – IICA, 2019",,ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-conacyt-iica-a0323/
"Eslovenia,España,Finlandia,Francia","Becas Erasmus+, SARENA – Safe And Reliable Nuclear Applications, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-sarena-safe-and-reliable-nuclear-applications-a0303/
"Australia,Eslovenia,España,Estados Unidos,Francia,Polonia","Becas Erasmus+, MESC+ – Materials For Energy Storage And Conversion +, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-mesc-plus-materials-for-energy-storage-and-conversion-plus-a0287/
,,,,,
España,"Máster en Restauración de Monumentos de Arquitectura (FUNDACIÓN RAMÓN ARECES) – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-en-restauracion-de-monumentos-de-arquitectura-el-corte-ingles-becas-fundacion-carolina-11896/
,,,,,
,,,,,
,,,,,
Australia,"Becas School of Civil, Environmental and Chemical Engineering Academic Merit Scholarship, 2018",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-australia-beca-school-of-civil-environmental-and-chemical-engineering-academic-merit-scholarship-11699/
China,Beca The Presidents Scholarships de la Universidad de Tecnología y Negocios de Chongqing en China,,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-china-beca-the-presidents-universidad-tecnologica-negocios-de-chongqing-11681/
Nueva Zelanda,Beca PhD Scholarship Chemistry – Natural products to drugs,,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-phd-scholarship-chemistry-natural-products-to-drugs-11650/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Estados Unidos,Becas Jackrabbit Guarantee Scholarship,,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-jackrabbit-guarantee-scholarship-11457/
,,,,,
Estados Unidos,"Becas Charleston International Student Scholarship, 2018",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-charleston-international-student-scholarship-11416/
España,"Becas para Máster en Negocio Energético (Gas Natural Fenosa)  – Becas Fundación Carolina, 2018",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-negocio-energetico-10470/
España,"Becas para cursar Másteres universitarios en la Universidad de Extremadura, España",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-auip-master-universitario-universidad-extremadura-10447/
,,,,,
,,,,,
,,,,,
México,"Becas SRE – Instituto Nacional de Astrofísica, Óptica y Electrónica (INAOE)",,ciencias de la computación,"Maestría / Especialidad,Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-instituto-nacional-astrofisica-optica-electronica-inaoe-10360/
México,"Becas SRE – Centro Regional de Enseñanza de Ciencia y Tecnología del Espacio para América Latina y el Caribe, Campus México (CRECTEALC)",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-regional-ensenanza-ciencia-tecnologia-del-espacio-america-latina-caribe-crectealc-10342/
el Reino Unido,Becas OEA – The University of Manchester’s Faculty of Engineering and Physical Sciences,,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-oea-the-university-of-manchester-faculty-of-engineering-and-physical-sciences-10323/
,,,,,
España,"Becas para el Máster Universitario en Ciberseguridad UAH – Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-universitario-en-ciberseguridad-uah-fundacion-carolina-a0496/
Japón,"Becas Nikkei, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-nikkei-a0454/
,,,,,
,,,,,
"Bélgica,la República Checa,Holanda","Becas Erasmus+, IMETE – International Master Of Science In Environmental Technology And Engineering, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-imete-international-master-of-science-in-environmental-technology-and-engineering-a0278/
,,,,,
España,"Becas para el Master en Programación de videojuegos – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-programacion-videojuegos-10644/
España,"Becas para el Master Universitario en Conservación del Patrimonio Arquitectónico (Fundación ACS) – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-universitario-conservacion-patrimonio-arquitectonico-10625/
,,,,,
,,,,,
España,"Becas para el Máster en Olivar, Aceite de Oliva y Salud – Becas Fundación Carolina, 2018",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-olivar-aceite-oliva-salud-10560/
España,"Becas para el Máster Universitario en Ciencia y Tecnología Química (Banco Santander) – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-universitario-ciencia-tecnologia-quimica-10539/
,,,,,
España,"Becas para Máster Universitario en Astrofísica  – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-universitario-astrofisica-10486/
,,,,,
,,,,,
México,Becas SRE – Universidad de Guanajuato (UGTO),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-guanajuato-ugto-10385/
México,Becas SRE – Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-instituto-tecnologico-estudios-superiores-monterrey-itesm-10368/
,,,,,
México,"Becas SRE – Centro de Investigación en Geografía y Geomática “Ing. Jorge L. Tamayo”, A.C. (CENTROGEO)",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-investigacion-geografia-geomatica-centrogeo-10332/
,,,,,
,,,,,
,,,,,
el Reino Unido,"Becas University of Westminster Full International Scholarships, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-university-of-westminster-full-international-scholarships-11712/
,,,,,
China,"Becas del Gobierno de Heilongjiang en China para estudiantes internacionales, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-china-beca-gobierno-de-heilongjiang-para-estudiantes-internacionales-11677/
,,,,,
Nueva Zelanda,Beca Cecil Segedin Postgraduate Scholarships in Engineering Science,,ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-cecil-segedin-postgraduate-scholarships-in-engineering-science-11623/
Nueva Zelanda,"Beca Sir Neil Isaac Scholarship In Environmental Science en Nueva Zelanda, 2019",,ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-sir-neil-isaac-scholarship-in-environmental-science-11604/
España,"Programa de becas Junta para la Ampliación de Estudios del Consejo Superior de Investigaciones Científicas de España, CSIC, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-programa-becas-csic-junta-para-la-ampliacion-de-estudios-11564/
,,,,,
Estados Unidos,"Becas Society of Women Engineers Scholarships, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-society-of-women-engineers-scholarships-11487/
Estados Unidos,"Becas Provosts Scholarship for Global Diversity and Academic Achievement, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-provosts-scholarship-for-global-diversity-academic-achievement-11471/
Estados Unidos,Becas International Baccalaureate Scholarship,,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-international-baccalaureate-scholarship-11452/
Colombia,"Becas Fondo Técnica y Tecnológica, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-fondo-tecnica-y-tecnologica-a0471/
Ecuador,"Becas de la Reciprocidad Ecuador – Colombia (para colombianos), 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-la-reciprocidad-ecuador-colombia-para-colombianos-a0405/
,,,,,
,,,,,
"España,Francia,Italia,el Reino Unido,Rumania","Becas Erasmus+, EMIMEO – Erasmus Mundus On Innovative Microwave Electronics And Optics, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-emimeo-erasmus-mundus-on-innovative-microwave-electronics-and-optics-a0255/
"Grecia,Italia,Portugal","Becas Erasmus+, ALA – Emjmd Architecture, Landscape And Archaeology, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-ala-emjmd-architecture-landscape-and-archaeology-a0239/
,,,,,
España,"Becas de Máster Universitario en Gestión Integral de la Construcción – Especialidad en Sostenibilidad y Eficiencia Energética. Fundación ACS – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-gestion-integral-de-la-construccion-especialidad-en-sostenibilidad-y-eficiencia-energetica-fundacion-acs-becas-fundacion-carolina-a0205/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
México,Becas SRE – Universidad Autónoma del Estado de Hidalgo (UAEH),,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-universidad-autonoma-del-estado-de-hidalgo-uaeh-11988/
México,Becas SRE – Instituto Tecnológico de Durango (ITD),,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-durango-itd-11972/
,,,,,
,,,,,
"España,Finlandia,el Reino Unido","Becas Erasmus+, MURCS – Master Of Urban Climate And Sustainability, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-murcs-master-of-urban-climate-and-sustainability-a0291/
,,,,,
,,,,,
,,,,,
España,"Becas de Movilidad de profesorado portugués. Fundación Endesa – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-movilidad-de-profesorado-portugues-fundacion-endesa-becas-fundacion-carolina-a0227/
España,"Becas de Máster Universitario en Ingeniería Ambiental – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-ingenieria-ambiental-becas-fundacion-carolina-a0209/
España,"Becas de Máster Universitario en Computación Gráfica, Realidad Virtual y Simulación. Fundación Repsol – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-computacion-grafica-realidad-virtual-y-simulacion-fundacion-repsol-becas-fundacion-carolina-a0193/
España,"Becas de Máster en Tecnología y Sostenibilidad en la Industria Agroalimentaria – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-en-tecnologia-y-sostenibilidad-en-la-industria-agroalimentaria-becas-fundacion-carolina-a0177/
,,,,,
,,,,,
,,,,,
,,,,,
Holanda,Becas Justus & Louise van Effen,,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-justus-louise-van-effen-11993/
México,Becas SRE – Instituto Tecnológico de Morelia (ITMorelia),,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-morelia-itmorelia-11976/
,,,,,
España,"Becas para el Máster Universitario en Gestión Integral de la Construcción Rehabilitación y Restauración del Patrimonio ( FUNDACIÓN ACS) – Becas Fundación Carolina, 2017",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-universitario-en-gestion-integral-de-la-construccion-rehabilitacion-y-restauracion-del-patrimonio-fundacion-acs-becas-fundacion-carolina-11936/
,,,,,
,,,,,
el Reino Unido,"Beca LJMU Roscoe International Scholarship, 2018",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-ljmu-roscoe-international-scholarship-11669/
Nueva Zelanda,"Becas University of Canterbury Alumni Scholarships en Nueva Zelanda, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-university-of-canterbury-alumni-scholarships-11638/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Estados Unidos,Becas Dean’s International Scholar Award,,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-deans-international-scholar-award-11424/
,,,,,
,,,,,
el Reino Unido,Becas Internacionales de la Universidad de Bristol,,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-reino-unido-becas-internacionales-universidad-de-bristol-11335/
Francia,"Beca de Selección Internacional ENS, Francia",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-francia-beca-de-seleccion-internacional-ens-11307/
Austria,Premio Dan David,,ciencias de la computación,"Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-israel-premio-dan-david-11268/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
México,Becas SRE – Instituto Tecnológico de Roque (ITR),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-roque-itr-11978/
Estados Unidos,"Becas The Gus Archie Memorial Scholarships, 2019",,ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-the-gus-archie-memorial-scholarships-11957/
,,,,,
,,,,,
,,,,,
Alemania,"Beca para estudiantes internacionales de Doctorado de la Fundación Friedrich Ebert , 2019",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-alemania-beca-para-estudiantes-internacionales-de-doctorado-fundacion-friedrich-ebert-11180/
Holanda,"Beca al Mejor Talento Saxion (Saxion Holland Top Talent Scholarship), 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-holanda-beca-al-mejor-talento-saxion-11075/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
México,Becas SRE – Centro de Investigación en Química Aplicada (CIQA),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-investigacion-quimica-aplicada-ciqa-10335/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Chile,"Beca para el Diploma de Postítulo en Sismología, Proyecto Kizuna, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-para-el-diploma-de-postitulo-en-sismologia-proyecto-kizuna-a0324/
"Dinamarca,Estonia,Finlandia,Francia,Noruega,Suecia","Becas Erasmus+, SECCLO – Master’s Programme In Security And Cloud Computing, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-secclo-masters-programme-in-security-and-cloud-computing-a0304/
,,,,,
,,,,,
"Alemania,Bélgica,España,Holanda","Becas Erasmus+, BDMA – Big Data Management And Analytics, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-bdma-big-data-management-and-analytics-a0240/
España,"Becas de Máster Universitario en Planificación y Gestión de Riesgos Naturales. Fundación Repsol – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-planificacion-y-gestion-de-riesgos-naturales-fundacion-repsol-becas-fundacion-carolina-a0223/
España,"Becas de Máster Universitario en Gestión Sostenible y Tecnología del Agua. Suez – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-gestion-sostenible-y-tecnologia-del-agua-suez-becas-fundacion-carolina-a0206/
,,,,,
España,"Becas para el Máster en Data Science y Big Data (BBVA) – Becas Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-en-data-science-y-big-data-bbva-becas-fundacion-carolina-11888/
,,,,,
,,,,,
,,,,,
,,,,,
España,"Becas para el Master en Big Data y Business Analytics (BANCO SANTANDER) – Becas Fundación Carolina, 2017",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-en-big-data-y-business-analytics-banco-santander-becas-fundacion-carolina-11884/
México,"Becas CONACYT – OEI – Banco Santander, 2019",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-conacyt-oei-banco-santander-a0321/
,,,,,
,,,,,
,,,,,
México,"Becas SRE – Instituto Tecnológico de Tuxtla Gutiérrez
(ITTG)",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-tuxtla-gutierrez-ittg-11979/
México,Becas SRE – Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional (CINVESTAV),,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-sre-centro-de-investigacion-y-de-estudios-avanzados-del-instituto-politecnico-nacional-cinvestav-11963/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
España,"Becas de Máster Universitario en Ingeniería Biomédica. UPM – BBVA – Becas Fundación Carolina, 2019",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-ingenieria-biomedica-upm-bbva-becas-fundacion-carolina-a0212/
,,,,,
,,,,,
